Archivo,Línea,Patrón,Severidad,Contenido,Sugerencia
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",101,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",141,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",171,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",171,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",180,"bootstrap-flex","medium","<div class=""d-flex justify-content-between mb-1"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",186,"bootstrap-flex","medium","<div class=""d-flex flex-column mt-2"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",188,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",190,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",203,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",205,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",218,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\estados-financieros\estado-financiero-list.html",220,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",4,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",6,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",8,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center bg-primary-50 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",35,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-1"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",94,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",95,"bootstrap-flex","medium","<span class=""d-flex align-items-center gap-1 text-xs text-body-secondary"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",99,"bootstrap-flex","medium","<span class=""d-flex align-items-center gap-1 text-xs text-body-secondary"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",103,"bootstrap-flex","medium","<span class=""d-flex align-items-center gap-1 text-xs text-body-secondary"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",116,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 mb-3 mt-5""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",126,"bootstrap-spacing","medium","<div class=""flex-grow-1 border-bottom-1 border ms-2""></div>","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",128,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-1"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel-full\espejo-aspel-full.html",263,"bootstrap-flex","medium","class=""rf-card rf-empty d-flex flex-column align-items-center justify-content-center""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\expense-catalog-budget\gasto-fijo-presupuesto.html",31,"bootstrap-flex","medium","<div class=""d-flex justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\expense-catalog-budget\gasto-fijo-presupuesto.html",98,"bootstrap-flex","medium","<div class=""d-flex justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel\projected-expenses-list.html",57,"bootstrap-flex","medium","<div class=""d-flex"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel\projected-expenses-list.html",90,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel\projected-expenses-list.html",90,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel\projected-expenses-form.html",16,"bootstrap-flex","medium","<div class=""d-flex align-items-center mb-4 mt-4"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\espejo-aspel\projected-expenses-form.html",90,"bootstrap-flex","medium","<div class=""d-flex justify-content-end mt-4"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",2,"bootstrap-flex","medium","class=""bg-body-tertiary min-h-screen d-flex flex-column gap-4 print-financial-report""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",31,"bootstrap-flex","medium","<div class=""w-full xl:w-11 mx-auto d-flex flex-column gap-4"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",37,"bootstrap-flex","medium","<div class=""bg-body-tertiary p-2 d-flex gap-3"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",38,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3 flex-fill min-w-0"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",45,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1 min-w-0"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",55,"bootstrap-flex","medium","<div class=""d-flex flex-column justify-content-between gap-2"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",56,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",64,"bootstrap-flex","medium","<div class=""d-flex justify-content-end"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",66,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 bg-white px-2 py-1 rounded-lg border-1 border-200 flex-wrap""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-online\financial-reports-wrapper.html",105,"bootstrap-flex","medium","<div class=""d-flex gap-2 flex-wrap align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-cliente\contabilidad-cliente-wrapper.html",1,"bootstrap-flex","medium","<section class=""bg-body-tertiary min-h-screen d-flex flex-column gap-4"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-cliente\contabilidad-cliente-wrapper.html",2,"bootstrap-flex","medium","<div class=""w-full xl:w-11 mx-auto d-flex flex-column gap-4 p-3"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-cliente\contabilidad-cliente-wrapper.html",7,"bootstrap-flex","medium","<div class=""bg-body-tertiary p-3 d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\contabilidad-cliente\contabilidad-cliente-wrapper.html",8,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",12,"bootstrap-flex","medium","<div class=""d-flex"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",14,"bootstrap-flex","medium","<div class=""d-flex align-items-start flex-grow-1"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",79,"bootstrap-flex","medium","<div class=""d-flex flex-column w-full"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",130,"bootstrap-flex","medium","class=""d-flex align-items-center flex-wrap px-3 py-2 mt-1 rounded bg-body-tertiary border-left-3 border-orange-500 mb-2 ...","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",132,"bootstrap-flex","medium","<div class=""d-flex align-items-center text-body"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",140,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",142,"bootstrap-flex","medium","class=""bg-orange-500 text-white rounded-circle w-1rem h-1rem d-flex align-items-center justify-content-center fw-bold te...","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",153,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",155,"bootstrap-flex","medium","class=""bg-orange-500 text-white rounded-circle w-1rem h-1rem d-flex align-items-center justify-content-center fw-bold te...","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",166,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",168,"bootstrap-flex","medium","class=""bg-orange-500 text-white rounded-circle w-1rem h-1rem d-flex align-items-center justify-content-center fw-bold te...","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",180,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",252,"bootstrap-flex","medium","<div class=""d-flex"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",270,"bootstrap-flex","medium","<div class=""d-flex d-md-none flex-column h-screen overflow-hidden"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",290,"bootstrap-spacing","medium","<p class=""mb-1 text-sm fw-bold ms-1"">Mes de Fondeo</p>","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",299,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",325,"bootstrap-flex","medium","<div class=""d-flex justify-content-between mb-2"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",359,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center mb-1"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gastos-fijos-list.html",371,"bootstrap-spacing","medium","<app-icon icon=""material-symbols-light:work-outline"" class=""me-1"" />","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gasto-fijo-form.html",73,"bootstrap-flex","medium","<div class=""d-flex justify-content-end"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gasto-fijo-form.html",75,"bootstrap-spacing","medium","<lx-message severity=""info"" class=""me-2"">Guarda primero para poder agregar Productos y Presupuesto.</lx-message>","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gasto-fijo-form.html",109,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center mb-3"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\catalogo-gastos-fijos\catalogo-gasto-fijo-form.html",153,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center mb-3"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\autitoria-cuentas-aspel\autitoria-cuentas-aspel.html",5,"bootstrap-flex","medium","<div class=""d-flex flex-wrap align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\autitoria-cuentas-aspel\autitoria-cuentas-aspel.html",6,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"" >","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\autitoria-cuentas-aspel\autitoria-cuentas-aspel.html",8,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center bg-primary-50 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\autitoria-cuentas-aspel\autitoria-cuentas-aspel.html",36,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-1"" >","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\autitoria-cuentas-aspel\autitoria-cuentas-aspel.html",136,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-between gap-3 mb-3"">","Usar "flex" de Tailwind"
